frame,tracker_id,position_x,position_y,direction_deg
0,-1,399.38671875,2879.302215576172,
1,-1,420.64095052083303,2838.9383544921875,
2,-1,448.3455810546875,2772.2246856689453,0.0
3,-1,477.28017578125036,2701.2901611328125,67.64689636230469
4,-1,527.2255859375,2577.599401855469,75.23136901855469
5,-1,589.5896484374998,2420.4323120117188,74.46319580078125
6,-1,650.1279296875,2263.7335205078125,75.76727294921875
7,-1,706.9901367187504,2113.465246582031,76.16697692871094
8,-1,751.54052734375,1994.1032958984374,70.81536865234375
9,-1,805.8517578125002,1843.312646484375,77.2169418334961
10,-1,857.2423828125002,1695.9055908203125,
11,-1,906.3296874999996,1539.276611328125,76.7604751586914
12,-1,954.0452148437498,1382.6252685546872,79.01536560058594
13,-1,1009.2762695312504,1199.713232421875,80.86197662353516
14,-1,1049.7939453125,1050.7617431640624,78.42181396484375
15,-1,1086.2252929687502,902.3444335937502,78.98284912109375
16,-1,1119.3525390625,758.4035156250002,81.96244812011719
17,-1,1148.9137695312502,617.4313476562502,80.95568084716797
18,-1,1168.6268554687504,495.6943847656248,83.5711898803711
19,-1,1171.9250976562498,418.5429199218752,85.66077423095703
20,-1,1161.6722656250004,393.1228515624998,127.65223693847656
21,-1,1134.9967773437502,413.1043457031251,-126.3340835571289
22,-1,1093.0515624999998,476.7166503906251,-119.57247924804688
23,-1,1042.669921875,562.3661621093752,-127.32015228271484
24,-1,991.1727539062504,644.360595703125,-132.36056518554688
25,-1,934.4744140624998,714.5248046874999,-134.13919067382812
26,-1,876.8612304687504,778.2288085937498,-134.97286987304688
27,-1,815.6236328124996,830.1974609375002,-147.97633361816406
28,-1,753.0687500000004,871.1304687500001,-146.97509765625
29,-1,688.5386718749996,906.4883789062501,-163.4413299560547
30,-1,625.9519531249998,933.6509765625001,-161.3721466064453
31,-1,561.5183593749998,949.0422851562498,-153.9042510986328
32,-1,499.6594726562498,957.6437011718749,-177.13206481933594
33,-1,449.8869140625002,962.26904296875,176.19009399414062
34,-1,413.3440429687498,960.2766601562498,166.9054718017578
35,-1,353.95703125,942.6318847656248,
36,-1,296.99765624999964,916.3770996093749,
37,-1,238.80205078124982,881.2908203124998,162.27195739746094
38,-1,169.39384765624982,832.6604492187498,144.12002563476562
39,-1,88.98496093749964,773.5416015625001,156.1261749267578
40,-1,31.733105468750182,714.70263671875,136.96041870117188
41,-1,-412.8317382812502,855.9404052734376,142.60455322265625
42,-1,-844.1393554687502,1008.9833740234376,137.5050048828125
43,-1,-895.4177734374998,938.1763916015625,-154.66165161132812
44,-1,-945.1276367187502,865.3449951171874,170.93397521972656
45,-1,-983.7344726562496,805.8813720703124,32.782135009765625
46,-1,-646.1593750000002,537.3096191406248,132.52207946777344
47,-1,-319.81552734374964,264.7461914062501,
48,-1,-362.2882812500002,229.5768066406249,143.52105712890625
49,-1,-416.6711914062498,186.9507812500001,162.2204132080078
50,-1,-482.10546875,138.9912109375,
51,-1,-534.0111328125004,113.789794921875,143.1902313232422
52,-1,-584.8571289062502,94.74384765625018,161.21572875976562
53,-1,-643.9387695312498,75.48032226562509,-162.4961395263672
54,-1,-690.00927734375,77.40683593750009,-169.45883178710938
55,-1,-725.3042968749996,83.4306640625,-178.12127685546875
56,-1,-766.7400390624998,84.42221679687509,-174.6548614501953
57,-1,-807.2239257812498,79.119873046875,171.16531372070312
58,-1,-840.3521484374996,70.41982421874991,-179.32797241210938
59,-1,-872.07470703125,52.66171875000009,160.9440460205078
60,-1,-907.2872070312496,40.17915039062518,156.6288299560547
61,-1,-933.9181640625002,30.93198242187509,146.3584442138672
62,-1,-959.8279296874998,27.10727539062509,145.559814453125
63,-1,-993.1216796874996,30.91855468750009,-172.52450561523438
64,-1,-1026.7883789062498,43.68588867187509,-165.5046844482422
65,-1,-1063.2760742187502,49.48989257812491,-156.85403442382812
66,-1,-1092.7664062499998,60.01723632812491,-171.8714141845703
67,-1,-1113.64501953125,74.549560546875,167.0504913330078
68,-1,-1126.0455078124996,87.27626953124991,-107.7481460571289
69,-1,-1131.1475585937496,98.88447265625018,-123.8823013305664
70,-1,-1129.6627929687502,113.41669921875018,-119.28514862060548
71,-1,-1128.5857421874998,121.159912109375,
72,-1,-1125.5906249999998,129.51953125,
73,-1,-1124.9375976562496,135.7108398437499,
74,-1,-1122.8537109375002,140.43359375,-117.46077728271484
75,-1,-1119.37744140625,142.0152832031249,95.69051361083984
76,-1,-1114.2765625000002,141.93842773437518,73.78511047363281
77,-1,-1109.8882812499996,129.51025390625,70.6962890625
78,-1,-1103.3720703125,117.03530273437491,80.43778228759766
79,-1,-1098.2867187499996,106.02890625000009,77.38648986816406
80,-1,-1094.59375,98.16357421875,
81,-1,-1092.525390625,91.956787109375,
82,-1,-1077.1307617187504,56.56367187500018,
83,-1,-1074.2439453124998,4.344384765624909,
84,-1,-1070.99560546875,-49.4443359375,73.64527893066406
85,-1,-1066.783203125,-101.65898437499982,79.42728424072266
86,-1,-1060.2533203125004,-157.4603027343751,82.55364227294922
87,-1,-1068.7354492187496,-187.11162109374982,105.84369659423828
88,-1,-1066.35302734375,-204.4259277343749,93.4919891357422
89,-1,-1066.2059570312504,-223.8097167968749,92.6582489013672
90,-1,-1067.9363281249998,-248.19208984375018,115.9750518798828
91,-1,-1073.4236328124998,-274.5611816406249,110.91207885742188
92,-1,-1080.8506835937496,-300.1862304687502,105.36449432373048
93,-1,-1085.6276367187502,-326.5901367187498,106.32709503173828
94,-1,-1088.43798828125,-357.6302734374999,102.1224594116211
95,-1,-1090.5930664062498,-389.7744140625,90.0245361328125
96,-1,-1092.5632812499998,-418.6094726562501,98.91273498535156
97,-1,-1094.4649414062496,-444.1627441406249,107.8048324584961
98,-1,-1098.212890625,-469.7149902343749,132.30043029785156
99,-1,-1102.4632812500004,-490.9271972656252,119.43041229248048
100,-1,-1107.4732421874996,-514.0027832031251,111.13200378417967
101,-1,-1112.6456054687496,-539.781494140625,108.7174835205078
102,-1,-1117.6227539062502,-565.4395507812501,100.9436492919922
103,-1,-1122.8780273437496,-586.1126953124999,111.10063934326172
104,-1,-1128.140625,-608.8834472656249,102.27271270751952
105,-1,-1133.7580078125002,-630.2302734374998,120.86380004882812
106,-1,-1140.3163085937504,-648.673095703125,102.92738342285156
107,-1,-1147.1178710937502,-663.8204589843749,100.87044525146484
108,-1,-1153.8641113281246,-684.3358398437499,110.98941802978516
109,-1,-1161.2693359374998,-701.6341308593746,118.21723175048828
110,-1,-1167.5765625,-730.28369140625,99.29462432861328
111,-1,-1171.4056640625,-760.0032226562498,106.2581558227539
112,-1,-1175.1741210937498,-781.1680664062496,103.175537109375
113,-1,-1178.4636718749998,-802.8249023437502,73.44937133789062
114,-1,-1181.245947265625,-824.5606445312496,100.3473663330078
115,-1,-1182.936865234375,-833.8175781250002,91.53304290771484
116,-1,-1183.75244140625,-847.0270507812502,87.06415557861328
117,-1,-1182.3690917968752,-872.9913085937496,86.43647766113281
118,-1,-1180.15234375,-896.7005859375004,84.69284057617188
119,-1,-1179.1032226562502,-921.0041015625002,81.55311584472656
120,-1,-1179.4234375,-943.6495117187496,88.94052124023438
121,-1,-1181.308203125,-965.5604492187504,87.48827362060547
122,-1,-1184.08984375,-987.6773437499996,93.98643493652344
123,-1,-1186.784033203125,-1010.3132812499998,89.1050796508789
124,-1,-1188.090576171875,-1035.4876953125004,81.21632385253906
125,-1,-1189.2526367187502,-1063.45166015625,81.74793243408203
126,-1,-1189.065087890625,-1087.9315429687504,78.67009735107422
127,-1,-1188.9849609375,-1108.9347656250002,88.77042388916016
128,-1,-1184.0212890624998,-1133.6028320312498,82.0183334350586
129,-1,-1178.7089355468752,-1152.24365234375,80.4260025024414
130,-1,-1162.0962890625,-1188.2004882812498,55.345645904541016
131,-1,-1142.2879882812504,-1232.6043945312504,
132,-1,-1117.4315429687504,-1285.0852539062498,57.17778396606445
133,-1,-1093.8090332031252,-1335.7899414062504,59.43301010131836
134,-1,-1066.2326171875002,-1392.5948242187496,58.0584831237793
135,-1,-1046.2306640625002,-1433.4562500000002,48.94663619995117
136,-1,-1025.5228515625004,-1474.8546875000002,46.63278198242188
137,-1,-1005.3201171874998,-1513.8049804687498,47.229583740234375
138,-1,-987.3427734375,-1555.8633789062496,59.0018196105957
139,-1,-969.86083984375,-1598.58349609375,56.1199951171875
140,-1,-948.9029296874996,-1644.2824218750002,57.48015594482422
141,-1,-926.9709960937498,-1699.9235351562502,47.662071228027344
142,-1,-904.9981445312496,-1757.7380859374998,58.83243179321289
143,-1,-882.2742187499998,-1797.9227539062504,55.523223876953125
144,-1,-859.1868164062498,-1837.283203125,61.24636459350586
145,-1,-839.2042968750002,-1874.4063476562496,55.523887634277344
146,-1,-819.2711914062502,-1912.5921875000004,50.00658416748047
147,-1,-802.17578125,-1931.4553710937498,54.76117706298828
148,-1,-784.2684570312504,-1966.8359375,56.783485412597656
149,-1,-767.5921875000004,-2002.8269531249998,54.249759674072266
150,-1,-752.2254882812504,-2038.6432617187502,56.01303482055664
151,-1,-739.7985351562502,-2057.2972656250004,51.81891250610352
152,-1,-726.4471679687504,-2090.25322265625,58.58853912353516
153,-1,-713.9947265624996,-2120.36015625,53.95980453491211
154,-1,-701.9778320312498,-2149.3988281250004,57.321895599365234
155,-1,-690.3501953124996,-2175.03271484375,54.82747268676758
156,-1,-683.1798828125002,-2196.125,56.14473724365234
157,-1,-680.4245117187502,-2210.9208984375,50.85870742797852
158,-1,-678.56640625,-2238.5240234374996,154.47512817382812
159,-1,-680.0618164062498,-2261.9603515625004,-162.0731201171875
160,-1,-684.7484375000004,-2282.1122070312504,106.96720886230467
161,-1,-688.17333984375,-2300.9451171875,125.77171325683594
162,-1,-690.0287109375004,-2321.3223632812496,145.81777954101562
163,-1,-694.6735351562502,-2325.1092773437504,136.7607879638672
164,-1,-698.2418945312502,-2327.8335937499996,82.88433074951172
165,-1,-701.8514648437504,-2330.7890625,175.1212615966797
166,-1,-706.6566406250004,-2335.09248046875,-96.6080551147461
167,-1,-711.3817382812504,-2340.15654296875,-119.53543090820312
168,-1,-714.9072265625,-2344.5923828124996,132.77603149414062
169,-1,-719.3636718750004,-2349.40205078125,164.26339721679688
170,-1,-723.8855468749998,-2353.9756835937496,-150.99697875976562
171,-1,-727.6755859374998,-2357.8338867187504,-163.81854248046875
172,-1,-731.9130859375,-2360.22685546875,-157.49392700195312
173,-1,-737.0675781250002,-2362.1787109375,166.45465087890625
174,-1,-741.6126953125004,-2364.5298828124996,-166.15794372558594
175,-1,-745.6580078124998,-2366.9447265625004,151.01646423339844
176,-1,-750.3723632812498,-2372.1034179687504,136.09571838378906
177,-1,-754.7642578124996,-2379.3318359375,142.00762939453125
178,-1,-758.7590820312498,-2389.5302734375,120.35680389404295
179,-1,-763.1173828125002,-2400.29326171875,107.1649932861328
180,-1,-767.4471679687504,-2412.4488281249996,103.06282043457033
181,-1,-770.8712890625002,-2423.1807617187496,130.14468383789062
182,-1,-774.8245117187498,-2433.3589843749996,113.5062484741211
183,-1,-778.9172851562498,-2440.58916015625,122.42279815673828
184,-1,-783.2852539062496,-2447.21904296875,107.2606430053711
185,-1,-792.4270507812498,-2452.5425781249996,125.76599884033205
186,-1,-810.6569335937502,-2447.15087890625,136.38937377929688
187,-1,-837.6527343750004,-2433.4638671875,177.12315368652344
188,-1,-873.6780273437498,-2412.2736328125,-139.52182006835938
189,-1,-918.3053710937502,-2382.3654296875,-141.67538452148438
190,-1,-966.9490234374998,-2345.725390625,-148.07655334472656
191,-1,-1015.27685546875,-2310.21806640625,-141.05856323242188
192,-1,-1063.3330078125,-2273.4623046875004,-144.97105407714844
193,-1,-1109.7264160156246,-2239.8426757812504,-137.67369079589844
194,-1,-1156.77236328125,-2191.55791015625,-138.29476928710938
195,-1,-1202.637109375,-2143.6854492187504,-148.182861328125
196,-1,-1247.0088378906248,-2096.5734375,-138.297607421875
197,-1,-1292.057958984375,-2048.7544921874996,-143.80714416503906
198,-1,-1335.29140625,-2000.4713867187502,-138.0989990234375
199,-1,-1376.934912109375,-1965.7283203124998,-137.6453857421875
200,-1,-1416.111669921875,-1935.6763671874996,-143.63137817382812
201,-1,-1454.477685546875,-1906.7566406249998,-133.37144470214844
202,-1,-1489.183251953125,-1879.3363281250004,-164.81927490234375
203,-1,-1523.8293945312498,-1850.7650390625004,-141.41775512695312
204,-1,-1555.913427734375,-1826.3635742187498,-135.1361083984375
205,-1,-1588.587890625,-1797.9211914062498,-139.9639434814453
206,-1,-1619.6135742187498,-1769.1219726562504,-140.99732971191406
207,-1,-1650.103369140625,-1743.1424804687504,-134.21044921875
208,-1,-1680.35107421875,-1717.2151367187498,-135.2628936767578
209,-1,-1708.83251953125,-1689.9281250000004,-136.000732421875
210,-1,-1737.0609375,-1660.7593749999996,-133.61474609375
211,-1,-1759.7138671875,-1637.85107421875,-127.80274963378906
212,-1,-1776.36142578125,-1619.3028320312496,-123.76941680908205
213,-1,-1787.0386230468748,-1606.07373046875,
214,-1,-1793.297607421875,-1598.8896484375,
215,-1,-1291.0560546875,-1705.8428710937496,
216,-1,-788.8145019531248,-1812.7960937500002,
217,-1,-286.5729492187502,-1919.7493164062498,11.261828422546388
218,-1,-314.602783203125,-1888.1246093749996,
219,-1,-345.155517578125,-1856.5255859375002,
220,-1,-881.860595703125,-1712.6793945312502,-165.3123016357422
221,-1,-1418.8295410156252,-1592.9683593749996,-102.76161193847656
222,-1,-1960.1055175781248,-1470.2384765625002,-102.42247772216795
223,-1,-1974.421044921875,-1484.1682617187498,-98.0345230102539
224,-1,-1989.0126953125,-1500.6259765625,-101.21636199951172
225,-1,-2002.8832519531252,-1517.14013671875,-98.8465576171875
226,-1,-2018.939794921875,-1503.9283203124996,-94.1485824584961
227,-1,-2028.066748046875,-1490.4470703124998,-101.75862884521484
228,-1,-2037.4672363281252,-1473.74658203125,-100.0295181274414
229,-1,-2047.978662109375,-1452.1892578124998,-94.9310073852539
230,-1,-2058.455126953125,-1432.33642578125,-102.83968353271484
231,-1,-2068.951708984375,-1413.6087890625004,-92.10745239257812
232,-1,-2084.697705078125,-1396.69580078125,-105.37100219726562
233,-1,-2099.4986328125,-1382.2066406249996,-101.3207550048828
234,-1,-2112.661962890625,-1365.27978515625,-110.39795684814452
235,-1,-2124.592822265625,-1348.1612304687496,-99.97764587402344
236,-1,-2142.124072265625,-1334.20263671875,-91.31295776367188
237,-1,-2154.229541015625,-1314.5806640624996,-100.2759246826172
238,-1,-2170.893505859375,-1298.7222656249996,-95.96932220458984
239,-1,-2187.92001953125,-1285.0524414062502,-87.45219421386719
240,-1,-2204.022314453125,-1272.9181640625002,-96.36915588378906
241,-1,-2214.104296875,-1259.88037109375,-92.14310455322266
242,-1,-2230.0333984375,-1251.6490234374996,-88.54561614990234
243,-1,-2240.45830078125,-1238.0416015624996,-74.19437408447266
244,-1,-2250.41259765625,-1226.1559570312502,-89.83506774902344
245,-1,-2261.858984375,-1214.7839843749998,-84.89835357666016
246,-1,-2274.106201171875,-1201.6452148437502,-75.6823959350586
247,-1,-2283.758984375,-1187.8576171875002,-78.21843719482422
248,-1,-2291.71806640625,-1178.3961914062502,-85.07766723632812
249,-1,-2293.24853515625,-1168.5643554687504,-59.90867233276367
250,-1,-2292.2888671875,-1160.4080078124998,
251,-1,-2288.4783203125,-1156.2276367187496,-28.266674041748047
252,-1,-2275.213427734375,-1148.85302734375,
253,-1,-2261.94853515625,-1141.4784179687504,
254,-1,-2252.94794921875,-1135.3047851562496,-29.09758186340332
255,-1,-2234.709228515625,-1120.64990234375,
256,-1,-2213.209765625,-1106.2960937500002,
257,-1,-2198.819970703125,-1096.4524414062498,-27.528270721435547
258,-1,-2181.846875,-1082.6399414062498,-12.397205352783203
259,-1,-2163.73515625,-1065.7664062499998,-23.90955924987793
260,-1,-2151.637939453125,-1058.96435546875,-38.93887710571289
261,-1,-2139.61484375,-1049.2639648437498,-30.22109603881836
262,-1,-2126.535791015625,-1038.5811523437496,-9.410577774047852
263,-1,-2113.094921875,-1032.201171875,-23.81130599975586
264,-1,-2097.04111328125,-1028.5076171874998,-15.07819366455078
265,-1,-2081.51787109375,-1021.0608398437498,-25.807132720947266
266,-1,-2066.0013671875,-1014.9557617187502,-19.76340675354004
267,-1,-2050.57724609375,-1010.2442382812496,-12.893196105957031
268,-1,-2037.2353515625,-1004.4573242187498,-18.736570358276367
269,-1,-2025.2639648437498,-997.3722656250002,-13.606877326965332
270,-1,-2014.12255859375,-992.1833007812502,-13.523160934448242
271,-1,-2003.6959960937502,-987.9353515624998,-18.62945556640625
272,-1,-1993.9780761718748,-983.6312500000004,-4.05157470703125
273,-1,-1982.7938964843752,-979.1646484374996,-7.001869201660156
274,-1,-1970.9106933593748,-974.2088867187504,-14.486872673034668
275,-1,-1958.6874511718752,-967.5464843749996,-3.717022895812988
276,-1,-1947.7510253906248,-961.0250976562502,2.172272205352783
277,-1,-1935.1007812500002,-951.78955078125,-11.774914741516112
278,-1,-1917.7233398437502,-936.8424804687502,19.316774368286133
279,-1,-1894.2683593749998,-919.2942382812498,-12.245920181274414
280,-1,-1864.645361328125,-898.3864257812502,-12.057259559631348
281,-1,-1826.7455566406252,-873.4529296874998,-19.834930419921875
282,-1,-1784.9087402343748,-846.7321289062502,-15.109991073608398
283,-1,-1741.4134765625,-822.6192382812496,-12.780016899108888
284,-1,-1698.1173828125002,-800.5753906250002,-23.42470932006836
285,-1,-1654.8472167968748,-779.66748046875,-10.136664390563965
286,-1,-1613.5937988281248,-758.3749023437504,-15.210531234741213
287,-1,-1572.442041015625,-738.54248046875,-26.265501022338867
288,-1,-1832.1950195312502,-205.1263427734375,-27.640457153320312
289,-1,-2100.9064453125,325.5957519531248,-20.57984161376953
290,-1,-2064.92998046875,346.4444335937501,-119.308837890625
291,-1,-2029.7871582031248,367.0099609375002,
292,-1,-1996.64755859375,387.5389160156251,58.22891616821289
293,-1,-1664.2935058593748,-106.78630371093732,-21.19814682006836
294,-1,-1325.8767578124998,-596.9306152343752,-22.257368087768555
295,-1,-1295.5861328125002,-579.9695800781251,-12.478157043457031
296,-1,-1266.19619140625,-564.3117187500002,-20.233184814453125
297,-1,-1236.7405273437498,-549.7205566406251,-20.42160415649414
298,-1,-1208.658447265625,-534.0507324218752,-18.42428207397461
299,-1,-1181.17041015625,-520.6658691406251,-20.943891525268555
300,-1,-1153.8818359375,-505.5050781250002,-17.999774932861328
301,-1,-1126.6492675781246,-490.0767089843748,-11.49280834197998
302,-1,-1096.1539062499996,-457.5446289062502,-24.876373291015625
303,-1,-1069.0872070312498,-427.4656249999998,-17.03900146484375
304,-1,-1047.7799804687502,-399.7086425781249,-18.29207801818848
305,-1,-1034.1044921875,-394.6275878906249,-6.333226203918457
306,-1,-1022.8254882812498,-373.7500488281248,22.91872215270996
307,-1,-1019.85986328125,-371.9551757812501,55.34128189086914
308,-1,-1022.0559570312498,-388.7714355468752,26.154735565185547
309,-1,-1023.5575195312504,-406.052978515625,-33.35657501220703
310,-1,-1020.50439453125,-404.6015625,9.57335376739502
311,-1,-1020.1543945312496,-421.6000488281252,25.14386558532715
312,-1,-1020.4361328124996,-439.5247558593751,50.88042831420898
313,-1,-1014.3019531250002,-421.1265136718748,45.68966674804688
314,-1,-1000.5557617187496,-396.6854492187499,-12.413130760192873
315,-1,-976.29345703125,-361.1747558593752,-8.239163398742676
316,-1,-940.82470703125,-314.2371582031251,-24.66775894165039
317,-1,-892.0224609375,-260.8668457031249,-35.49851989746094
318,-1,-835.4325195312504,-224.46845703125018,-39.404075622558594
319,-1,-775.6943359375,-186.43305664062518,-24.95804786682129
320,-1,-717.4308593750002,-150.74384765625018,-7.326428413391113
321,-1,-659.4310546875004,-121.1455078125,-22.11021423339844
322,-1,-603.8216796875004,-90.33657226562491,-34.04948043823242
323,-1,-549.5720703124998,-56.11005859375018,-27.102916717529297
324,-1,-496.4436523437498,-21.02963867187509,-34.18259811401367
325,-1,-443.65966796875,10.72412109375,-25.066450119018555
326,-1,-392.8435546874998,42.98715820312509,-33.71802520751953
327,-1,-344.41455078125,74.03647460937509,-22.729616165161133
328,-1,-295.7664062499998,105.578857421875,-30.243547439575195
329,-1,-248.251953125,137.86083984375,-30.492816925048828
330,-1,-203.07783203125018,173.60419921875018,-31.58416175842285
331,-1,-158.66874999999982,208.64008789062518,-40.935813903808594
332,-1,-114.94677734375,241.136962890625,-40.53058242797852
333,-1,-72.63330078125,272.0577636718749,-29.141868591308597
334,-1,-31.485058593750182,300.9102539062501,-23.486595153808597
335,-1,8.681933593749818,326.544921875,-26.87503433227539
336,-1,47.664160156249636,350.9932617187501,-36.48941802978516
337,-1,85.56328124999982,380.7662109375001,-26.945039749145508
338,-1,120.97802734375,410.2479492187499,-27.10563087463379
339,-1,156.25566406249982,433.7752441406251,-49.877838134765625
340,-1,189.42158203125018,455.8290039062499,-26.226221084594727
341,-1,212.61152343750018,475.5180175781252,3.95065712928772
342,-1,228.80302734374982,488.0770507812499,-32.58805847167969
343,-1,237.53408203125036,500.9681640624999,-115.8153839111328
344,-1,236.56523437499982,515.5731933593752,-117.60000610351562
345,-1,229.77216796875018,530.5539062500002,-106.41962432861328
346,-1,224.31474609374982,546.6292968749999,-141.1779327392578
347,-1,218.70244140624982,562.7720214843748,-90.48900604248048
348,-1,213.23574218750036,578.0835937500001,-118.5251693725586
349,-1,209.13749999999982,595.3274902343751,-102.30609130859376
350,-1,205.990234375,611.3106933593749,-110.716796875
351,-1,203.55898437500036,627.941162109375,-93.86671447753906
352,-1,201.1201171875,646.5257324218751,-106.14869689941406
353,-1,198.34062499999982,665.9457519531252,-97.53741455078124
354,-1,195.81220703125018,683.1685058593748,-78.48210906982422
355,-1,190.14794921875,699.8056152343752,-72.84510040283203
356,-1,185.16367187499964,715.4096191406252,-48.61142349243164
357,-1,181.04873046875036,729.4678710937501,-57.392574310302734
358,-1,178.81523437499982,742.5830078125,-73.50994110107422
359,-1,177.12343750000036,755.8880371093751,-64.16078186035156
360,-1,178.56806640625018,768.9915039062498,-74.99861145019531
361,-1,179.38691406250018,780.9453613281248,-57.72981262207031
362,-1,180.18876953124982,793.6559570312502,-48.78493118286133
363,-1,181.45361328125,804.9056152343751,-47.47223663330078
364,-1,181.38095703124964,782.1249023437499,-70.0789566040039
365,-1,172.76435546875018,772.575927734375,-62.36311340332031
366,-1,163.95859374999964,764.9833496093752,-54.32460403442383
367,-1,154.60048828125036,753.7317871093751,-3.021873712539673
368,-1,144.32275390625,740.4020019531249,-64.51795196533203
369,-1,137.0234375,761.2417968750001,
370,-1,138.24658203125,767.0932128906252,
371,-1,139.95556640625,769.2305175781248,-18.47966766357422
372,-1,128.41230468750018,809.5556152343752,
373,-1,109.03681640625018,867.7368652343748,
